date,ph,ph_lower_bound,ph_upper_bound
2023-06-30,8.221459924979158,7.922589762524062,8.520330087434253
2023-07-31,8.195071566363637,7.869039965814061,8.521103166913214
2023-08-31,8.168683207748117,7.8175851657315,8.519781249764735
2023-09-30,8.05738399322473,7.682893585258269,8.431874401191191
2023-10-31,8.069591478203694,7.673086375828113,8.466096580579276
2023-11-30,8.081798963182658,7.664438774902973,8.499159151462344
2023-12-31,8.094006448161622,7.656784814076759,8.531228082246484
2024-01-31,8.1154068601434,7.648179062260885,8.582634658025915
